CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
714264408,Existing Customer,47.0,F,3,Uneducated,Married,Less than $40K,Blue,36.0,4,1,0,1611.0,746.0,865.0,0.993,1413.0,29,0.706,0.463
715827858,Existing Customer,58.0,F,4,Uneducated,Married,Less than $40K,Blue,47.0,3,3,3,2822.0,2173.0,649.0,1.456,1218.0,23,2.286,0.77
713741358,Attrited Customer,46.0,M,5,Graduate,Single,$80K - $120K,Blue,33.0,6,3,3,32975.0,2517.0,30458.0,0.658,597.0,17,0.7,0.076
709531908,Existing Customer,53.0,M,3,High School,Married,$60K - $80K,Blue,47.0,5,2,2,1438.3,0.0,1438.3,0.776,2184.0,53,0.828,0.0
716493408,Existing Customer,45.0,F,4,Uneducated,Divorced,Unknown,Blue,36.0,4,3,3,15875.0,1719.0,14156.0,0.86,1592.0,37,1.467,0.108
714141108,Existing Customer,52.0,F,1,High School,Married,Less than $40K,Blue,45.0,6,3,3,6703.0,893.0,5810.0,0.567,1388.0,28,0.75,0.133
708953883,Attrited Customer,53.0,M,2,Unknown,Married,$80K - $120K,Blue,36.0,2,2,1,3212.0,0.0,3212.0,0.713,757.0,20,0.25,0.0
712608783,Existing Customer,50.0,M,2,High School,Married,$80K - $120K,Silver,45.0,3,1,3,34516.0,1260.0,33256.0,0.588,1504.0,34,0.789,0.037
820353558,Existing Customer,41.0,F,3,High School,Married,$40K - $60K,Blue,36.0,4,1,2,9797.0,1434.0,8363.0,0.644,1503.0,34,0.478,0.146
714964758,Existing Customer,45.0,F,5,Graduate,Divorced,$40K - $60K,Blue,36.0,5,2,2,10400.0,1777.0,8623.0,0.791,1105.0,28,0.867,0.171
716264358,Existing Customer,53.0,M,3,Uneducated,Married,$80K - $120K,Blue,42.0,2,1,2,26792.0,1836.0,24956.0,1.432,2398.0,47,0.88,0.069
717296808,Existing Customer,67.0,F,1,Graduate,Married,Less than $40K,Blue,56.0,4,3,2,3006.0,2517.0,489.0,2.053,1661.0,32,1.0,0.837
712977183,Existing Customer,57.0,F,2,Uneducated,Single,$40K - $60K,Silver,36.0,6,3,0,19482.0,1072.0,18410.0,0.706,1421.0,22,1.444,0.055
710829108,Existing Customer,59.0,F,1,Uneducated,Married,$40K - $60K,Blue,36.0,4,2,3,3356.0,985.0,2371.0,0.35,999.0,28,0.556,0.294
779562633,Existing Customer,45.0,M,2,Uneducated,Married,$40K - $60K,Blue,34.0,3,2,1,5771.0,2248.0,3523.0,1.791,1387.0,18,0.8,0.39
715315833,Existing Customer,51.0,M,3,Graduate,Married,$80K - $120K,Blue,36.0,6,2,3,11106.0,2107.0,8999.0,0.948,1243.0,24,1.0,0.19
815500983,Existing Customer,59.0,F,1,Uneducated,Married,Less than $40K,Blue,54.0,5,3,0,2890.0,2001.0,889.0,1.334,1860.0,36,1.0,0.692
719360583,Existing Customer,53.0,M,1,Graduate,Married,$60K - $80K,Blue,45.0,6,2,2,3380.0,1701.0,1679.0,0.747,1502.0,25,1.273,0.503
709701558,Existing Customer,47.0,M,3,Graduate,Married,$60K - $80K,Blue,36.0,2,1,2,21331.0,1251.0,20080.0,0.949,1460.0,50,1.083,0.059
721148358,Existing Customer,49.0,F,3,Uneducated,Single,Unknown,Blue,38.0,6,2,1,12860.0,0.0,12860.0,0.646,1348.0,27,0.286,0.0
779862408,Existing Customer,49.0,M,3,Post-Graduate,Single,$80K - $120K,Blue,33.0,3,1,0,6278.0,462.0,5816.0,1.161,1087.0,33,0.941,0.074
812627208,Existing Customer,60.0,F,0,College,Single,Less than $40K,Blue,55.0,5,1,3,1438.3,738.0,700.3,0.782,1226.0,33,0.571,0.513
711033408,Existing Customer,50.0,F,2,High School,Married,Less than $40K,Blue,36.0,5,1,2,9355.0,1626.0,7729.0,0.701,1230.0,28,0.867,0.174
779956608,Existing Customer,41.0,F,2,Post-Graduate,Married,Unknown,Blue,31.0,6,1,3,20758.0,0.0,20758.0,0.688,1555.0,32,0.684,0.0
780376683,Existing Customer,57.0,M,1,Graduate,Married,$80K - $120K,Blue,47.0,5,3,1,14612.0,1976.0,12636.0,1.768,1827.0,24,3.0,0.135
717912483,Existing Customer,43.0,M,4,Graduate,Unknown,$80K - $120K,Blue,27.0,5,2,0,27259.0,0.0,27259.0,0.731,1376.0,35,0.591,0.0
714454758,Existing Customer,57.0,F,3,Graduate,Married,Less than $40K,Blue,47.0,4,2,3,6347.0,1594.0,4753.0,0.896,1771.0,37,0.762,0.251
780466533,Existing Customer,54.0,M,3,Doctorate,Married,$120K +,Blue,41.0,3,3,0,21592.0,1676.0,19916.0,1.097,1873.0,52,0.529,0.078
715735233,Existing Customer,51.0,F,5,Post-Graduate,Married,Less than $40K,Blue,44.0,5,1,1,3449.0,1598.0,1851.0,0.971,1679.0,42,0.556,0.463
720476733,Existing Customer,47.0,F,3,High School,Married,Less than $40K,Blue,34.0,2,1,2,6028.0,799.0,5229.0,0.819,1002.0,22,0.571,0.133
715872333,Existing Customer,41.0,M,0,High School,Unknown,$120K +,Blue,36.0,3,2,3,18214.0,1998.0,16216.0,0.829,1344.0,21,1.1,0.11
712375758,Existing Customer,53.0,M,3,Uneducated,Married,$80K - $120K,Blue,43.0,3,3,1,16393.0,1423.0,14970.0,1.642,1461.0,42,0.75,0.087
708868233,Attrited Customer,68.0,M,0,High School,Married,Less than $40K,Blue,52.0,1,3,2,1438.3,900.0,538.3,0.743,760.0,21,0.615,0.626
718030083,Existing Customer,59.0,M,1,College,Married,$60K - $80K,Blue,36.0,4,1,2,7871.0,1687.0,6184.0,1.242,1428.0,22,1.444,0.214
720707283,Existing Customer,48.0,M,4,Unknown,Married,$80K - $120K,Blue,36.0,5,3,0,5288.0,866.0,4422.0,0.869,1777.0,42,0.75,0.164
771698658,Existing Customer,44.0,M,5,Graduate,Married,$60K - $80K,Blue,32.0,4,5,3,11376.0,2006.0,9370.0,0.619,1302.0,27,0.8,0.176
748326258,Existing Customer,48.0,M,3,College,Married,$80K - $120K,Blue,41.0,4,5,3,12302.0,1632.0,10670.0,1.509,1483.0,41,0.519,0.133
770817783,Existing Customer,47.0,M,4,Graduate,Married,$60K - $80K,Silver,33.0,3,2,1,34516.0,1679.0,32837.0,0.623,1060.0,27,0.5,0.049
779353083,Existing Customer,47.0,M,2,Graduate,Married,$60K - $80K,Silver,32.0,4,2,2,34516.0,1468.0,33048.0,0.505,1330.0,32,0.684,0.043
711441333,Existing Customer,43.0,F,1,High School,Divorced,Less than $40K,Silver,35.0,3,2,2,10514.0,1580.0,8934.0,0.504,1229.0,27,0.8,0.15
719808558,Attrited Customer,55.0,F,2,Graduate,Married,Less than $40K,Blue,43.0,2,4,3,1438.3,0.0,1438.3,0.707,886.0,27,0.421,0.0
711551958,Attrited Customer,59.0,M,2,Post-Graduate,Married,$60K - $80K,Blue,46.0,3,3,3,1438.3,0.0,1438.3,0.688,844.0,24,0.5,0.0
809164083,Existing Customer,63.0,M,1,Graduate,Married,$40K - $60K,Blue,56.0,2,1,2,2619.0,1779.0,840.0,1.259,1450.0,37,0.947,0.679
820596183,Existing Customer,58.0,M,2,College,Married,$120K +,Blue,53.0,2,3,0,24407.0,2395.0,22012.0,1.071,2311.0,48,0.714,0.098
715999608,Existing Customer,53.0,F,2,High School,Married,Less than $40K,Blue,36.0,4,1,2,2377.0,1649.0,728.0,0.93,1378.0,26,1.167,0.694
710565408,Existing Customer,59.0,M,0,Unknown,Unknown,$80K - $120K,Silver,40.0,3,2,3,34516.0,1359.0,33157.0,1.327,1033.0,26,1.364,0.039
805543158,Existing Customer,52.0,M,3,Graduate,Married,$120K +,Blue,47.0,5,3,3,11086.0,2207.0,8879.0,0.869,1523.0,40,1.105,0.199
709752183,Existing Customer,48.0,M,3,High School,Single,$60K - $80K,Blue,36.0,4,2,2,11432.0,2517.0,8915.0,0.615,1374.0,37,0.762,0.22
716479233,Existing Customer,43.0,M,4,High School,Married,$40K - $60K,Blue,36.0,5,3,2,13258.0,1721.0,11537.0,0.908,1080.0,21,1.333,0.13
713837058,Existing Customer,48.0,M,2,College,Single,Less than $40K,Blue,36.0,3,2,3,2571.0,1955.0,616.0,0.531,1234.0,24,0.714,0.76
718876683,Existing Customer,43.0,F,4,Graduate,Single,Less than $40K,Blue,31.0,5,2,0,5781.0,1168.0,4613.0,0.638,1600.0,32,0.455,0.202
770746908,Existing Customer,44.0,M,4,Unknown,Married,$60K - $80K,Blue,30.0,5,1,2,7872.0,2509.0,5363.0,0.971,1155.0,32,0.882,0.319
794843883,Existing Customer,41.0,M,3,High School,Married,$80K - $120K,Blue,35.0,6,1,2,34516.0,1202.0,33314.0,0.603,1353.0,33,0.737,0.035
803043933,Existing Customer,44.0,F,3,Uneducated,Divorced,Less than $40K,Silver,38.0,4,1,3,11127.0,1835.0,9292.0,2.368,1546.0,25,1.273,0.165
758076408,Existing Customer,50.0,M,2,Unknown,Single,$40K - $60K,Blue,43.0,2,1,3,1857.0,1603.0,254.0,0.579,1590.0,43,1.263,0.863
714606558,Existing Customer,60.0,F,1,Uneducated,Married,Less than $40K,Blue,36.0,5,1,0,1913.0,1272.0,641.0,1.008,1448.0,22,1.0,0.665
778425408,Existing Customer,44.0,M,4,Graduate,Single,$80K - $120K,Blue,24.0,5,3,0,3839.0,2295.0,1544.0,0.569,1271.0,24,0.714,0.598
714171108,Existing Customer,48.0,F,3,Graduate,Divorced,$40K - $60K,Blue,39.0,6,2,3,2115.0,1141.0,974.0,0.616,1223.0,20,0.538,0.539
719662458,Existing Customer,44.0,F,2,Graduate,Divorced,Less than $40K,Blue,27.0,5,2,2,1438.3,679.0,759.3,0.859,1117.0,29,1.071,0.472
713137233,Existing Customer,41.0,M,2,High School,Single,$80K - $120K,Blue,28.0,4,3,0,,1789.0,25967.0,0.75,994.0,24,0.846,0.064
769425858,Existing Customer,45.0,M,3,College,Single,$60K - $80K,Blue,32.0,4,1,2,1438.3,0.0,1438.3,0.81,1468.0,26,0.625,0.0
711297483,Existing Customer,47.0,F,2,Uneducated,Divorced,Less than $40K,Silver,34.0,6,4,2,13878.0,2222.0,11656.0,0.853,1658.0,38,0.357,0.16
788900883,Existing Customer,51.0,F,2,Graduate,Married,Less than $40K,Blue,36.0,3,1,3,3106.0,1304.0,1802.0,0.604,1368.0,38,0.407,0.42
758348808,Existing Customer,51.0,M,2,Graduate,Married,$120K +,Blue,44.0,4,3,3,34516.0,1666.0,32850.0,0.613,1218.0,18,0.8,0.048
772336458,Attrited Customer,60.0,F,1,Uneducated,Married,$40K - $60K,Blue,50.0,4,4,3,1438.3,1025.0,413.3,0.838,702.0,12,0.714,0.713
708711483,Existing Customer,57.0,M,2,Unknown,Married,$80K - $120K,Blue,46.0,2,3,0,18871.0,1740.0,17131.0,1.727,1516.0,21,2.0,0.092
717906783,Existing Customer,41.0,M,5,Graduate,Single,$120K +,Blue,29.0,5,2,2,5207.0,1748.0,3459.0,1.073,1310.0,26,1.0,0.336
719437908,Existing Customer,44.0,M,3,Post-Graduate,Divorced,$80K - $120K,Blue,36.0,6,2,2,17965.0,1644.0,16321.0,0.921,1767.0,50,0.923,0.092
769433508,Existing Customer,43.0,M,1,College,Single,$60K - $80K,Blue,37.0,6,3,3,2733.0,1819.0,914.0,0.767,933.0,25,0.923,0.666
790096533,Existing Customer,55.0,M,2,College,Married,$60K - $80K,Blue,48.0,4,3,2,8863.0,1301.0,7562.0,1.207,1512.0,27,1.455,0.147
720997383,Attrited Customer,52.0,M,1,Uneducated,Married,$80K - $120K,Blue,36.0,2,3,3,1857.0,1833.0,24.0,0.723,829.0,17,0.7,0.987
787541883,Existing Customer,44.0,M,3,Graduate,Unknown,$80K - $120K,Blue,33.0,3,3,3,34516.0,0.0,34516.0,0.483,1120.0,27,0.35,0.0
709930758,Existing Customer,41.0,M,2,Uneducated,Married,$40K - $60K,Blue,30.0,5,3,3,11107.0,1222.0,9885.0,0.538,1506.0,33,0.941,0.11
789830058,Existing Customer,44.0,M,4,Unknown,Single,$80K - $120K,Blue,34.0,4,1,2,21573.0,1585.0,19988.0,0.621,1384.0,36,2.273,0.073
710299608,Attrited Customer,53.0,F,2,Unknown,Married,Less than $40K,Blue,33.0,2,3,3,2859.0,2517.0,342.0,0.993,817.0,30,0.667,0.88
710741208,Existing Customer,39.0,M,2,High School,Single,$80K - $120K,Blue,36.0,4,2,2,5269.0,1475.0,3794.0,1.148,2094.0,25,0.667,0.28
821797008,Attrited Customer,49.0,M,5,College,Married,$40K - $60K,Blue,45.0,2,2,3,1438.3,0.0,1438.3,0.734,815.0,21,0.615,0.0
708874533,Attrited Customer,45.0,F,2,College,Married,Less than $40K,Blue,36.0,1,3,2,3387.0,0.0,3387.0,0.789,510.0,24,0.6,0.0
715341858,Existing Customer,54.0,M,2,Graduate,Married,$80K - $120K,Blue,46.0,6,2,3,1982.0,1289.0,693.0,0.939,1377.0,49,0.69,0.65
793636308,Existing Customer,49.0,M,3,Uneducated,Single,$80K - $120K,Blue,43.0,2,2,2,4645.0,1650.0,2995.0,0.912,1193.0,33,0.65,0.355
713779908,Existing Customer,46.0,F,3,Doctorate,Single,Unknown,Blue,36.0,6,3,2,2189.0,1666.0,523.0,0.343,1287.0,36,0.636,0.761
712125258,Attrited Customer,46.0,M,4,High School,Married,$120K +,Blue,30.0,3,3,3,2442.0,0.0,2442.0,0.98,701.0,19,0.727,0.0
709703433,Existing Customer,47.0,M,3,Graduate,Married,$60K - $80K,Blue,38.0,4,1,2,21304.0,1532.0,19772.0,1.018,1770.0,25,0.923,0.072
721022433,Existing Customer,44.0,M,2,Doctorate,Single,$60K - $80K,Blue,36.0,5,1,2,7577.0,2480.0,5097.0,0.435,1409.0,35,0.167,0.327
710103558,Existing Customer,50.0,M,3,Post-Graduate,Single,$120K +,Blue,31.0,4,1,2,3234.0,1486.0,1748.0,0.868,1354.0,28,0.647,0.459
715952883,Existing Customer,73.0,M,0,High School,Married,$40K - $60K,Blue,36.0,5,3,2,4469.0,1125.0,3344.0,1.363,1765.0,34,1.615,0.252
719731458,Existing Customer,56.0,M,3,Unknown,Unknown,$40K - $60K,Blue,46.0,6,3,4,2910.0,709.0,2201.0,0.538,1192.0,27,0.588,0.244
772390908,Attrited Customer,59.0,M,0,High School,Single,$40K - $60K,Blue,48.0,2,4,3,3616.0,1054.0,2562.0,0.616,687.0,17,0.545,0.291
787348608,Existing Customer,70.0,M,0,High School,Married,Less than $40K,Blue,56.0,3,2,3,3252.0,1495.0,1757.0,0.581,1227.0,15,0.875,0.46
709485033,Existing Customer,55.0,F,2,High School,Married,Less than $40K,Blue,36.0,4,3,3,2358.0,1152.0,1206.0,0.969,1737.0,26,1.6,0.489
715432608,Existing Customer,43.0,M,4,Unknown,Single,$60K - $80K,Blue,36.0,4,1,0,22322.0,953.0,21369.0,0.769,1348.0,34,1.125,0.043
799471833,Existing Customer,45.0,M,1,Uneducated,Single,$120K +,Blue,39.0,4,2,2,3133.0,1510.0,1623.0,0.609,1435.0,38,0.462,0.482
714187533,Existing Customer,45.0,F,2,Uneducated,Single,$40K - $60K,Blue,35.0,2,3,0,3540.0,849.0,2691.0,0.456,1321.0,28,0.75,0.24
779656908,Existing Customer,40.0,M,1,Graduate,Married,$40K - $60K,Blue,23.0,6,3,2,6990.0,1378.0,5612.0,0.73,1479.0,29,0.611,0.197
788950158,Existing Customer,36.0,M,2,College,Unknown,$80K - $120K,Blue,22.0,2,2,3,34516.0,1652.0,32864.0,0.854,1283.0,39,1.294,0.048
778867533,Attrited Customer,59.0,F,0,Post-Graduate,Married,$40K - $60K,Blue,40.0,1,4,1,1438.3,0.0,1438.3,1.038,689.0,23,0.353,0.0
710620383,Existing Customer,43.0,M,4,Unknown,Married,$60K - $80K,Blue,35.0,6,3,2,24396.0,1171.0,23225.0,0.655,965.0,17,1.125,0.048
778661358,Existing Customer,46.0,F,1,Unknown,Married,Less than $40K,Blue,36.0,2,3,2,2474.0,2143.0,331.0,1.53,1541.0,40,1.0,0.866
789483333,Existing Customer,41.0,M,2,Uneducated,Married,$40K - $60K,Blue,32.0,5,1,3,5214.0,795.0,4419.0,0.707,1258.0,23,1.3,0.152
809855808,Existing Customer,51.0,F,2,Graduate,Married,Less than $40K,Blue,46.0,5,2,2,5207.0,1650.0,3557.0,0.708,1339.0,20,0.538,0.317
718464258,Existing Customer,51.0,F,3,Unknown,Unknown,Less than $40K,Blue,25.0,2,2,2,9512.0,1082.0,8430.0,0.701,1007.0,22,1.444,0.114
708528483,Existing Customer,43.0,F,4,Graduate,Divorced,Unknown,Blue,23.0,6,3,2,3187.0,2430.0,757.0,0.617,1387.0,33,1.357,0.762
771809733,Attrited Customer,64.0,F,0,High School,Married,$40K - $60K,Blue,53.0,1,3,3,3353.0,0.0,3353.0,1.021,960.0,18,0.385,0.0
719942883,Existing Customer,54.0,M,5,Graduate,Married,$60K - $80K,Blue,38.0,3,3,3,2290.0,1434.0,856.0,0.923,1119.0,18,3.5,0.626
807226683,Existing Customer,48.0,M,3,Unknown,Single,$40K - $60K,Blue,43.0,6,1,3,5279.0,1115.0,4164.0,0.549,1642.0,41,0.519,0.211
717806133,Existing Customer,40.0,M,2,Uneducated,Divorced,$60K - $80K,Blue,29.0,5,3,0,23603.0,0.0,23603.0,0.795,1382.0,31,1.067,0.0
720615708,Existing Customer,57.0,M,0,Uneducated,Married,$40K - $60K,Blue,45.0,6,2,2,2601.0,0.0,2601.0,0.814,1232.0,32,0.684,0.0
714511758,Existing Customer,45.0,M,4,Graduate,Single,$80K - $120K,Blue,40.0,4,3,0,6363.0,1029.0,5334.0,0.838,1542.0,16,1.286,
715050408,Existing Customer,41.0,M,3,High School,Single,$80K - $120K,Blue,36.0,4,3,3,8029.0,1576.0,6453.0,0.826,1094.0,32,0.524,0.196
721132233,Existing Customer,42.0,F,4,Uneducated,Married,Less than $40K,Blue,31.0,2,2,2,2410.0,1769.0,641.0,0.759,1217.0,30,1.143,0.734
719211558,Attrited Customer,45.0,M,2,Graduate,Single,$60K - $80K,Blue,36.0,1,1,2,3401.0,0.0,3401.0,0.898,744.0,18,1.0,0.0
712069008,Existing Customer,42.0,F,4,Uneducated,Married,Less than $40K,Blue,23.0,4,2,0,2260.0,1007.0,1253.0,0.84,1614.0,33,0.737,0.446
715996983,Existing Customer,47.0,M,4,Uneducated,Divorced,$80K - $120K,Blue,30.0,5,2,2,17682.0,2481.0,15201.0,1.302,1747.0,31,1.214,0.14
773466258,Existing Customer,48.0,F,4,High School,Married,$40K - $60K,Blue,42.0,3,1,3,4206.0,1100.0,3106.0,0.587,1144.0,22,1.0,0.262
798983508,Existing Customer,43.0,M,1,Graduate,Single,$80K - $120K,Silver,37.0,4,3,2,34516.0,1440.0,33076.0,1.117,1575.0,34,2.4,0.042
719117433,Existing Customer,41.0,M,4,High School,Unknown,$80K - $120K,Blue,36.0,4,3,0,23018.0,2168.0,20850.0,0.859,1463.0,24,1.667,0.094
716451183,Existing Customer,54.0,F,1,Uneducated,Married,$40K - $60K,Blue,44.0,5,2,3,5556.0,1711.0,3845.0,1.434,1706.0,21,1.625,0.308
718621608,Attrited Customer,54.0,F,2,High School,Married,Unknown,Blue,44.0,3,3,1,6094.0,0.0,6094.0,1.129,909.0,14,0.273,0.0
715085733,Existing Customer,61.0,M,0,Graduate,Married,$40K - $60K,Blue,52.0,3,1,2,2939.0,1999.0,940.0,2.145,2434.0,33,1.538,0.68
788977833,Existing Customer,61.0,M,0,Uneducated,Married,$80K - $120K,Blue,48.0,2,1,0,5362.0,1274.0,4088.0,1.015,1876.0,41,0.783,0.238
720272958,Attrited Customer,48.0,M,2,High School,Married,$120K +,Blue,36.0,3,3,3,27126.0,0.0,,0.953,1000.0,25,0.786,0.0
708421833,Existing Customer,45.0,F,4,Graduate,Single,Less than $40K,Blue,36.0,6,3,2,3342.0,2517.0,825.0,0.771,1139.0,30,0.765,0.753
709173108,Attrited Customer,54.0,F,4,Graduate,Married,Unknown,Blue,40.0,6,2,2,2532.0,2221.0,311.0,0.491,,21,0.235,0.877
709879458,Existing Customer,54.0,F,3,Doctorate,Married,Unknown,Blue,46.0,2,2,3,1900.0,1376.0,524.0,0.89,1881.0,45,0.607,0.724
715120608,Existing Customer,44.0,M,3,Graduate,Single,$60K - $80K,Blue,37.0,2,3,2,14546.0,1703.0,12843.0,0.955,1273.0,27,0.588,0.117
770632758,Existing Customer,50.0,F,4,Doctorate,Single,Unknown,Blue,36.0,2,3,2,2521.0,1608.0,913.0,0.587,1328.0,33,0.571,0.638
779078733,Existing Customer,55.0,M,2,Doctorate,Married,$60K - $80K,Blue,36.0,3,4,3,16427.0,1682.0,14745.0,0.631,1579.0,36,1.118,0.102
771742533,Existing Customer,48.0,M,2,Graduate,Unknown,$40K - $60K,Blue,36.0,5,1,2,13068.0,1718.0,11350.0,0.607,937.0,28,0.556,0.131
720250158,Existing Customer,45.0,M,2,College,Single,$60K - $80K,Blue,33.0,6,3,0,23218.0,1814.0,21404.0,1.178,1749.0,37,2.083,0.078
716458983,Existing Customer,60.0,M,0,High School,Married,$40K - $60K,Blue,36.0,5,1,3,3281.0,837.0,2444.0,1.859,1424.0,29,1.417,0.255
713747733,Existing Customer,55.0,M,2,High School,Married,$40K - $60K,Blue,47.0,5,3,2,3096.0,2217.0,879.0,0.799,2011.0,41,0.783,0.716
712270158,Existing Customer,62.0,F,0,High School,Married,$40K - $60K,Blue,52.0,5,2,3,2052.0,1250.0,802.0,0.728,1208.0,31,0.632,0.609
789562383,Existing Customer,38.0,F,1,High School,Unknown,Less than $40K,Blue,30.0,2,3,0,,583.0,855.3,0.888,1259.0,24,1.0,0.405
754897008,Existing Customer,46.0,M,3,High School,Single,$40K - $60K,Blue,39.0,2,3,2,9432.0,1418.0,8014.0,0.612,1319.0,26,0.368,0.15
819700533,Existing Customer,50.0,M,0,High School,Single,$120K +,Silver,45.0,5,2,3,14938.0,2303.0,12635.0,0.804,949.0,27,2.0,0.154
712890408,Existing Customer,45.0,M,2,Uneducated,Married,$60K - $80K,Blue,36.0,5,3,2,2221.0,1343.0,878.0,0.869,1338.0,30,1.308,0.605
720248208,Existing Customer,47.0,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,37.0,6,3,0,5731.0,1577.0,4154.0,0.657,1554.0,26,0.444,0.275
779749908,Existing Customer,48.0,M,4,College,Married,$60K - $80K,Gold,33.0,2,2,3,34516.0,2061.0,32455.0,0.722,1350.0,32,0.455,0.06
717401883,Existing Customer,35.0,M,3,Uneducated,Married,$60K - $80K,Blue,22.0,5,2,2,6985.0,1130.0,5855.0,0.963,1694.0,44,0.76,0.162
721509558,Existing Customer,51.0,M,2,Graduate,Married,$120K +,Blue,42.0,3,3,0,24221.0,1707.0,22514.0,0.816,1678.0,40,0.538,0.07
710572458,Existing Customer,36.0,F,3,High School,Married,Unknown,Blue,24.0,4,1,1,15439.0,0.0,15439.0,0.742,2069.0,43,0.536,0.0
714576183,Existing Customer,47.0,M,4,Graduate,Single,$80K - $120K,Blue,36.0,6,3,2,21637.0,2030.0,19607.0,0.776,1222.0,23,0.438,0.094
721425558,Existing Customer,52.0,M,2,Graduate,Single,$120K +,Blue,37.0,2,3,2,14543.0,0.0,14543.0,0.788,1536.0,37,0.423,0.0
711109908,Existing Customer,43.0,F,4,Uneducated,Married,Less than $40K,Blue,36.0,2,1,1,9684.0,2475.0,7209.0,0.697,1400.0,31,2.1,0.256
715203108,Existing Customer,63.0,M,2,High School,Married,$40K - $60K,Blue,36.0,2,2,2,5007.0,930.0,4077.0,0.885,1050.0,28,1.154,0.186
710027508,Existing Customer,61.0,M,0,Graduate,Married,$60K - $80K,Blue,54.0,3,2,0,1616.0,1047.0,569.0,0.984,1389.0,33,1.2,0.648
787464408,Existing Customer,53.0,M,2,Uneducated,Single,$60K - $80K,Blue,40.0,5,2,2,19116.0,0.0,19116.0,0.656,1184.0,29,0.611,0.0
783542133,Existing Customer,53.0,F,3,Graduate,Married,Less than $40K,Blue,47.0,5,6,2,2759.0,2223.0,536.0,1.32,2093.0,42,1.0,0.806
708330858,Attrited Customer,57.0,M,3,Graduate,Married,$120K +,Blue,38.0,2,3,3,8249.0,1381.0,6868.0,0.798,678.0,11,0.833,0.167
714426783,Existing Customer,38.0,F,2,Graduate,Single,Unknown,Blue,31.0,2,3,2,14041.0,2154.0,11887.0,1.084,1467.0,29,1.417,0.153
712701333,Existing Customer,53.0,M,3,High School,Married,$60K - $80K,Blue,43.0,5,3,2,5264.0,2169.0,3095.0,0.374,1219.0,27,0.5,0.412
709494483,Existing Customer,63.0,F,0,Unknown,Married,Less than $40K,Blue,54.0,4,2,1,2420.0,1912.0,508.0,1.256,1730.0,36,0.565,0.79
773373108,Existing Customer,49.0,F,4,High School,Married,Less than $40K,Blue,43.0,4,2,0,2826.0,2070.0,756.0,0.541,1025.0,28,0.647,0.732
715812258,Existing Customer,45.0,M,2,High School,Married,$80K - $120K,Blue,34.0,5,5,2,12518.0,1539.0,10979.0,0.645,1165.0,33,0.833,0.123
778286433,Existing Customer,67.0,M,0,Graduate,Married,$40K - $60K,Blue,56.0,4,2,1,5876.0,1297.0,4579.0,1.012,2133.0,55,0.719,0.221
789270033,Existing Customer,48.0,M,3,Graduate,Single,$80K - $120K,Silver,37.0,3,2,3,34516.0,0.0,34516.0,0.448,1122.0,13,0.182,0.0
711569433,Existing Customer,51.0,F,2,Uneducated,Divorced,Less than $40K,Blue,38.0,4,1,2,9648.0,1926.0,7722.0,0.549,1083.0,22,1.75,0.2
720214833,Existing Customer,52.0,M,2,High School,Single,$80K - $120K,Silver,40.0,3,3,3,34516.0,2177.0,32339.0,1.32,1234.0,23,1.875,0.063
709346133,Existing Customer,55.0,F,2,Uneducated,Married,Unknown,Blue,35.0,3,3,0,3025.0,2376.0,649.0,1.252,1277.0,23,1.875,0.785
788194458,Existing Customer,34.0,M,3,High School,Married,$60K - $80K,Blue,26.0,4,3,3,3265.0,2517.0,748.0,0.952,1843.0,35,0.944,0.771
720779733,Existing Customer,56.0,M,1,Uneducated,Married,$120K +,Blue,36.0,3,2,2,6041.0,1355.0,4686.0,0.685,1747.0,49,0.581,0.224
717424458,Existing Customer,44.0,F,2,Post-Graduate,Married,Less than $40K,Blue,36.0,3,3,2,2293.0,1823.0,470.0,0.617,1166.0,22,1.444,0.795
708820308,Existing Customer,47.0,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,36.0,6,2,2,13399.0,2505.0,10894.0,0.627,1326.0,31,0.824,0.187
710558058,Existing Customer,46.0,F,3,Unknown,Married,Less than $40K,Blue,38.0,4,3,3,4317.0,2517.0,1800.0,0.944,1619.0,36,1.0,0.583
770590758,Existing Customer,43.0,F,3,Graduate,Single,$40K - $60K,Blue,29.0,5,2,0,3378.0,1069.0,2309.0,0.581,1285.0,16,0.333,0.316
718490658,Existing Customer,50.0,F,1,Graduate,Single,Less than $40K,Blue,36.0,4,1,3,5012.0,2242.0,2770.0,0.816,1142.0,28,1.0,0.447
711985833,Existing Customer,38.0,F,4,Uneducated,Single,Less than $40K,Blue,30.0,4,1,0,2569.0,1605.0,964.0,0.574,1190.0,46,0.643,0.625
708967608,Existing Customer,53.0,F,1,Graduate,Single,Less than $40K,Blue,45.0,3,1,2,3471.0,1785.0,1686.0,1.051,1052.0,24,0.714,0.514
